x1,y1,x2,y2,type
202,57,354,216,sedan
202,57,353,209,sedan
202,58,363,235,sedan
202,60,362,232,sedan
199,60,363,236,sedan
213,121,384,307,sedan
214,121,383,304,sedan
240,77,410,264,sedan
244,80,410,266,sedan
242,80,409,265,sedan
127,26,269,164,sedan
209,40,350,186,sedan
209,41,348,185,sedan
230,44,373,193,sedan
228,45,375,193,sedan
189,109,367,287,sedan
183,51,322,198,sedan
181,50,322,195,sedan
211,91,376,264,sedan
213,89,376,259,sedan
148,58,290,193,sedan
102,55,238,182,sedan
188,55,321,184,sedan
128,87,297,255,sedan
275,54,414,186,sedan
179,54,313,186,sedan
167,114,334,281,sedan
224,84,378,240,sedan
225,86,378,242,sedan
173,56,318,195,sedan
233,91,379,245,sedan
184,48,317,181,sedan
158,26,287,150,sedan
249,94,397,244,sedan
116,84,270,234,sedan
240,82,395,238,sedan
30,66,176,200,sedan
202,96,348,247,sedan
203,46,345,177,sedan
150,27,289,151,sedan
155,84,300,241,sedan
150,100,326,270,sedan
167,20,298,141,sedan
170,19,297,141,sedan
169,20,298,141,sedan
199,69,344,202,sedan
221,60,359,213,sedan
218,58,361,209,sedan
125,60,270,198,sedan
267,135,416,305,sedan
168,30,305,160,sedan
195,69,353,219,sedan
205,98,354,245,sedan
231,84,378,232,sedan
249,82,400,238,sedan
246,81,400,239,sedan
200,60,340,184,sedan
195,74,358,232,sedan
129,65,268,212,sedan
192,69,323,209,sedan
1,111,155,267,sedan
204,91,362,261,sedan
203,94,364,267,sedan
105,55,246,197,sedan
106,54,248,195,sedan
107,55,248,194,sedan
152,63,289,202,sedan
227,53,374,202,sedan
163,82,303,227,sedan
270,88,414,227,sedan
242,73,396,212,sedan
244,72,395,213,sedan
204,38,354,203,sedan
190,62,353,245,sedan
163,46,296,179,sedan
232,29,373,168,sedan
205,109,360,275,sedan
205,109,360,270,sedan
205,93,371,256,sedan
203,93,372,258,sedan
177,5,328,170,suv
164,60,296,195,sedan
163,59,295,194,sedan
164,60,296,195,sedan
144,65,289,207,sedan
242,60,377,182,sedan
248,76,391,216,sedan
255,106,407,260,sedan
258,106,407,257,sedan
191,23,313,140,sedan
192,23,314,140,sedan
248,96,396,248,sedan
189,72,326,197,sedan
191,57,331,185,sedan
142,42,282,170,sedan
202,107,360,272,sedan
245,76,386,217,sedan
228,69,375,207,sedan
189,80,318,213,sedan
171,75,311,215,sedan
222,29,367,166,sedan
144,73,307,230,sedan
175,101,353,275,sedan
223,15,356,141,sedan
135,87,288,232,sedan
252,109,403,264,sedan
220,96,386,275,sedan
220,98,385,278,sedan
235,48,378,197,sedan
133,62,270,193,sedan
224,81,386,244,sedan
205,45,336,167,sedan
112,47,271,191,sedan
175,39,310,168,sedan
268,69,413,202,sedan
135,58,276,196,sedan
221,52,350,176,sedan
191,74,345,230,sedan
195,109,354,269,sedan
136,56,302,245,suv
229,62,372,200,sedan
142,44,278,178,sedan
232,64,375,214,sedan
168,34,305,159,sedan
277,68,416,220,sedan
275,67,416,215,sedan
236,51,371,179,sedan
155,69,295,204,sedan
77,43,210,178,sedan
132,65,280,204,sedan
244,86,403,240,sedan
69,58,250,264,microbus
52,83,208,227,sedan
238,65,385,200,sedan
137,58,284,187,sedan
141,30,278,162,sedan
145,53,282,193,sedan
145,55,284,194,sedan
171,73,303,218,sedan
228,103,391,278,sedan
191,47,327,172,sedan
255,109,414,276,sedan
195,57,337,190,sedan
199,60,344,200,sedan
199,60,347,196,sedan
261,88,415,243,sedan
263,89,414,240,sedan
264,88,415,241,sedan
226,86,385,250,sedan
180,53,314,183,sedan
117,32,238,164,sedan
207,62,356,213,sedan
202,59,355,215,sedan
23,95,176,249,sedan
26,96,177,251,sedan
174,107,358,285,sedan
223,83,376,233,sedan
145,65,281,189,sedan
237,112,387,273,sedan
234,115,387,273,sedan
266,93,415,244,sedan
241,110,401,263,sedan
203,23,343,154,sedan
148,64,302,215,sedan
99,26,246,188,sedan
167,50,347,249,microbus
168,82,331,247,sedan
167,82,333,245,sedan
202,43,331,165,sedan
174,56,315,193,sedan
173,55,315,195,sedan
47,109,216,269,sedan
141,34,278,159,sedan
142,35,278,159,sedan
171,83,330,238,sedan
213,82,359,250,sedan
266,70,414,213,sedan
254,88,401,238,sedan
248,108,401,267,sedan
159,96,311,247,sedan
162,96,313,247,sedan
222,84,378,250,sedan
223,85,380,247,sedan
191,55,331,193,sedan
189,53,329,193,sedan
157,44,295,175,sedan
226,60,364,189,sedan
127,58,272,200,sedan
234,71,408,237,sedan
176,43,309,178,sedan
185,58,321,196,sedan
168,68,321,217,sedan
257,96,414,274,sedan
149,54,291,195,sedan
148,55,291,193,sedan
222,115,389,299,sedan
267,39,415,221,microbus
268,33,416,217,microbus
181,53,317,191,sedan
171,78,331,223,sedan
173,76,329,227,sedan
119,73,272,220,sedan
172,62,320,201,sedan
197,58,335,184,sedan
192,41,327,169,sedan
195,66,344,210,sedan
193,60,335,200,sedan
148,4,271,146,suv
263,106,416,264,suv
141,67,294,226,sedan
141,72,292,218,sedan
141,70,294,220,sedan
192,7,323,129,sedan
147,15,277,157,sedan
145,13,276,156,sedan
142,83,297,240,sedan
145,82,303,240,sedan
170,78,327,224,sedan
194,114,367,291,sedan
240,53,386,197,sedan
115,28,281,199,microbus
116,24,282,200,microbus
261,73,416,212,sedan
160,44,297,174,sedan
228,73,385,222,sedan
162,52,325,202,sedan
172,35,303,161,sedan
248,64,387,201,sedan
205,59,357,217,sedan
200,60,355,219,sedan
124,58,272,193,sedan
230,53,388,220,sedan
176,24,317,151,sedan
205,70,351,202,sedan
205,64,349,205,sedan
160,18,292,154,suv
142,62,296,215,sedan
261,67,415,208,sedan
153,26,282,146,sedan
151,27,282,146,sedan
154,25,282,146,sedan
230,38,377,179,sedan
202,39,332,169,sedan
199,39,333,171,sedan
223,62,365,197,sedan
171,71,313,220,sedan
167,71,315,220,sedan
169,69,313,217,sedan
154,60,296,195,sedan
244,53,379,184,sedan
185,79,338,220,sedan
185,64,332,200,sedan
196,55,329,191,sedan
196,55,330,191,sedan
238,59,376,188,sedan
54,83,199,223,sedan
218,85,352,235,sedan
138,35,275,161,sedan
83,60,226,193,sedan
157,80,303,231,sedan
156,80,303,229,sedan
231,69,382,235,sedan
158,31,289,157,sedan
158,30,289,154,sedan
136,51,273,188,sedan
135,52,273,189,sedan
148,54,277,183,sedan
147,54,278,184,sedan
239,91,393,251,sedan
270,91,415,244,sedan
225,96,371,242,sedan
225,96,371,242,sedan
1,94,147,256,sedan
132,57,278,202,sedan
203,34,331,154,sedan
222,56,360,196,sedan
220,57,361,193,sedan
218,105,368,270,sedan
151,60,302,207,sedan
152,60,303,208,sedan
86,46,226,184,sedan
214,50,369,201,sedan
149,48,294,185,sedan
35,102,189,264,sedan
167,60,317,209,sedan
166,60,315,210,sedan
136,19,284,173,suv
245,76,391,229,sedan
245,81,391,225,sedan
13,78,181,243,sedan
183,41,327,182,sedan
192,55,329,193,sedan
191,58,329,196,sedan
190,55,329,197,sedan
114,47,248,182,sedan
105,55,263,230,sedan
198,47,339,171,sedan
198,49,339,172,sedan
192,94,345,250,sedan
273,63,416,198,sedan
168,60,328,214,sedan
234,91,391,267,sedan
141,51,269,184,sedan
162,70,297,211,sedan
249,114,407,285,sedan
249,116,408,285,sedan
240,116,398,274,sedan
251,61,394,193,sedan
89,24,244,179,microbus
212,84,371,226,sedan
220,71,376,211,sedan
147,38,278,160,sedan
147,38,277,161,sedan
229,64,371,206,sedan
226,78,383,238,sedan
242,41,363,182,sedan
140,60,296,220,sedan
235,84,390,242,sedan
233,82,391,241,sedan
250,105,413,272,sedan
212,63,363,207,sedan
231,99,392,263,sedan
232,96,393,264,sedan
105,80,264,222,sedan
259,57,391,187,sedan
185,40,328,179,sedan
147,33,278,155,sedan
147,31,278,157,sedan
234,46,386,189,sedan
187,45,326,177,sedan
186,43,328,180,sedan
166,38,302,172,sedan
226,52,373,184,sedan
141,21,268,144,sedan
141,21,268,144,sedan
190,79,339,220,sedan
155,53,302,193,sedan
154,53,302,193,sedan
154,53,301,195,sedan
186,66,336,211,sedan
258,93,410,249,sedan
175,30,308,153,sedan
171,29,322,170,sedan
208,51,350,179,sedan
148,67,308,220,sedan
222,94,381,260,sedan
248,81,401,224,sedan
143,39,276,166,sedan
226,114,381,275,sedan
227,115,380,274,sedan
92,47,240,193,sedan
242,129,412,297,sedan
229,8,371,147,sedan
45,45,186,172,sedan
212,56,362,215,sedan
140,76,289,220,sedan
144,83,291,230,sedan
148,80,290,232,sedan
173,58,322,217,sedan
157,55,295,182,sedan
246,67,391,205,sedan
194,57,338,196,sedan
219,93,382,269,sedan
218,94,381,270,sedan
150,76,314,238,sedan
152,79,319,247,sedan
220,81,372,231,sedan
225,74,377,223,sedan
227,73,377,217,sedan
139,40,275,168,sedan
139,40,275,167,sedan
137,39,273,170,sedan
121,55,268,182,sedan
122,43,264,177,sedan
271,119,415,287,sedan
150,45,284,176,sedan
188,31,318,162,sedan
178,19,311,143,sedan
204,58,330,195,sedan
146,26,280,150,sedan
55,76,209,215,sedan
155,73,285,209,sedan
158,23,288,145,sedan
157,23,288,146,sedan
130,8,257,127,sedan
5,84,168,235,sedan
54,117,204,272,sedan
167,59,300,196,sedan
224,27,373,169,sedan
240,76,401,235,sedan
7,83,160,225,sedan
112,18,245,142,sedan
223,69,383,229,sedan
144,42,307,191,sedan
257,83,400,229,sedan
183,27,309,152,sedan
188,52,329,189,sedan
164,60,329,239,sedan
167,35,303,166,sedan
188,30,318,161,sedan
230,111,396,277,sedan
231,111,396,276,sedan
178,7,327,164,microbus
142,73,279,211,sedan
215,73,378,247,sedan
3,125,169,290,sedan
209,52,346,181,sedan
227,21,358,151,sedan
180,23,315,157,sedan
184,39,324,183,sedan
196,84,352,247,sedan
160,28,297,158,sedan
241,80,395,227,sedan
240,82,395,227,sedan
253,84,405,230,sedan
216,38,364,184,sedan
222,67,379,222,sedan
221,68,382,230,sedan
264,72,415,222,sedan
184,44,322,175,sedan
182,41,324,173,sedan
192,81,344,224,sedan
193,79,344,227,sedan
263,82,415,240,sedan
262,84,414,238,sedan
223,78,365,220,sedan
223,77,365,217,sedan
201,91,365,255,sedan
262,101,416,269,sedan
206,59,340,184,sedan
144,61,285,208,sedan
185,76,351,237,sedan
199,46,337,188,sedan
198,44,338,186,sedan
206,94,363,244,sedan
228,52,372,184,sedan
177,61,320,214,sedan
177,59,320,213,sedan
163,42,303,175,sedan
163,41,304,172,sedan
162,43,303,174,sedan
236,50,391,217,sedan
175,54,328,200,sedan
174,51,327,200,sedan
228,62,373,213,sedan
228,62,373,217,sedan
184,41,314,166,sedan
181,39,313,168,sedan
216,58,360,214,sedan
263,66,414,206,sedan
133,40,276,169,sedan
157,43,299,172,sedan
157,41,298,170,sedan
100,41,241,171,sedan
100,38,240,170,sedan
100,39,241,171,sedan
261,96,416,254,sedan
263,95,416,254,sedan
182,64,331,200,sedan
189,35,340,200,microbus
262,69,416,256,microbus
260,71,416,252,microbus
144,41,302,194,sedan
145,68,316,236,sedan
172,92,347,261,sedan
181,50,308,186,sedan
176,48,310,189,sedan
232,70,385,222,sedan
231,72,384,222,sedan
135,63,283,199,sedan
220,109,405,295,sedan
250,84,401,235,sedan
159,38,290,168,sedan
158,41,292,175,sedan
161,40,291,168,sedan
194,57,336,196,sedan
153,55,296,182,sedan
142,40,278,170,sedan
172,66,317,202,sedan
154,13,305,181,microbus
135,26,277,152,sedan
186,50,327,184,sedan
145,83,301,234,sedan
131,106,304,285,sedan
155,44,293,182,sedan
172,101,356,288,sedan
121,72,269,214,sedan
121,69,268,214,sedan
101,62,249,193,sedan
217,62,369,199,sedan
223,46,359,170,sedan
162,35,296,154,sedan
164,33,297,154,sedan
257,99,413,258,sedan
256,97,412,259,sedan
245,111,390,267,sedan
242,109,391,271,sedan
130,96,303,268,sedan
166,82,353,269,sedan
137,89,315,263,sedan
267,69,416,230,sedan
219,95,394,267,sedan
115,86,288,250,sedan
164,45,302,168,sedan
242,62,390,199,sedan
143,46,287,186,sedan
228,78,372,229,sedan
14,103,166,250,sedan
103,31,233,150,sedan
168,52,290,191,sedan
166,54,289,189,sedan
255,117,408,274,sedan
219,64,380,241,microbus
189,53,332,190,sedan
162,87,322,238,sedan
163,88,322,239,sedan
130,38,271,170,sedan
151,26,300,181,suv
173,55,317,190,sedan
226,88,376,237,sedan
225,82,374,237,sedan
227,84,374,238,sedan
146,107,339,299,sedan
203,51,362,209,sedan
248,66,399,220,sedan
198,54,345,191,sedan
196,83,366,253,sedan
216,87,389,260,sedan
175,39,311,171,sedan
173,39,313,172,sedan
194,57,335,192,sedan
214,76,362,223,sedan
225,38,360,189,sedan
226,82,385,256,sedan
263,82,414,238,sedan
167,3,291,124,sedan
264,67,404,203,sedan
179,57,322,204,sedan
176,59,323,206,sedan
180,58,320,207,sedan
211,58,365,218,sedan
246,105,415,285,sedan
166,18,307,152,sedan
173,37,312,175,sedan
195,51,338,184,sedan
185,58,333,204,sedan
217,24,367,189,sedan
218,23,368,190,sedan
233,58,376,192,sedan
132,51,278,189,sedan
25,73,181,223,sedan
236,98,400,272,sedan
171,51,328,204,sedan
199,41,333,169,sedan
239,66,398,210,sedan
194,41,335,179,sedan
204,66,350,204,sedan
216,87,389,260,sedan
120,10,254,158,suv
172,89,328,242,sedan
171,87,328,247,sedan
256,80,410,236,sedan
253,83,409,235,sedan
222,80,378,245,sedan
220,75,374,232,sedan
126,49,260,185,sedan
159,27,296,160,sedan
2,84,160,237,sedan
180,65,321,207,sedan
109,49,268,208,sedan
241,67,405,233,sedan
194,80,342,237,sedan
225,105,387,270,sedan
223,103,387,270,sedan
222,83,389,265,sedan
123,48,271,190,sedan
249,51,410,218,sedan
124,84,302,276,sedan
164,25,301,166,sedan
182,30,339,184,sedan
170,35,302,154,sedan
84,56,227,207,sedan
81,58,228,207,sedan
189,19,323,154,sedan
170,46,309,179,sedan
213,55,362,191,sedan
239,109,404,275,sedan
68,70,213,207,sedan
178,23,305,146,sedan
135,51,279,186,sedan
160,23,300,161,sedan
153,79,306,225,sedan
154,77,307,227,sedan
132,105,315,282,sedan
186,50,346,222,sedan
193,62,349,200,sedan
226,41,386,205,sedan
220,60,372,211,sedan
170,45,318,189,sedan
182,55,323,189,sedan
184,48,323,191,sedan
182,53,322,188,sedan
226,58,380,213,sedan
224,57,379,214,sedan
119,79,293,245,sedan
141,29,281,163,sedan
141,60,305,226,sedan
144,60,300,225,sedan
255,63,398,204,sedan
122,67,280,221,sedan
122,71,281,220,sedan
159,62,326,238,sedan
145,35,281,167,sedan
270,98,416,267,sedan
273,62,416,196,sedan
232,52,387,204,sedan
167,61,311,212,sedan
204,69,353,218,sedan
201,69,353,215,sedan
204,69,354,215,sedan
203,68,353,215,sedan
232,58,389,221,sedan
194,35,336,180,sedan
128,8,273,146,sedan
219,56,374,216,sedan
217,61,373,216,sedan
139,19,275,153,sedan
155,49,298,191,sedan
145,40,290,177,sedan
159,94,345,279,sedan
240,64,383,206,sedan
123,41,277,193,sedan
134,108,299,260,sedan
195,58,340,194,sedan
236,58,394,213,sedan
265,108,416,271,sedan
104,68,253,210,sedan
217,30,364,182,suv
149,105,310,267,sedan
133,19,249,137,sedan
134,19,249,135,sedan
112,51,270,207,sedan
160,15,289,134,sedan
173,52,308,185,sedan
154,51,303,189,sedan
149,44,289,173,sedan
181,41,322,168,sedan
182,51,325,183,sedan
186,46,328,176,sedan
185,101,351,253,sedan
109,32,258,170,sedan
155,21,279,142,sedan
187,72,319,222,sedan
207,44,349,169,sedan
166,63,319,218,sedan
267,105,416,263,sedan
125,95,300,272,sedan
205,55,352,188,sedan
218,60,364,202,sedan
216,60,363,200,sedan
160,30,293,160,sedan
216,60,378,224,sedan
232,33,370,159,sedan
206,99,360,258,sedan
183,41,322,186,sedan
180,41,322,187,sedan
181,41,323,187,sedan
181,41,322,186,sedan
209,72,363,221,sedan
264,93,416,250,sedan
235,91,392,252,sedan
234,90,394,250,sedan
231,107,387,277,sedan
240,51,382,179,sedan
233,51,373,183,sedan
258,67,409,226,sedan
260,78,414,232,sedan
259,80,416,232,sedan
185,98,354,274,sedan
170,96,341,268,sedan
170,56,320,197,sedan
170,54,320,199,sedan
195,48,335,183,sedan
196,48,335,182,sedan
239,62,401,226,sedan
209,21,357,161,sedan
198,35,354,183,sedan
226,44,371,184,sedan
180,80,339,238,sedan
179,78,339,238,sedan
178,78,339,237,sedan
187,29,328,162,sedan
238,35,382,182,sedan
235,75,382,219,sedan
266,98,416,260,sedan
176,60,326,206,sedan
227,53,368,194,sedan
199,51,332,191,sedan
191,67,353,225,sedan
142,30,275,150,sedan
214,75,369,230,sedan
146,26,285,154,sedan
148,25,286,156,sedan
148,28,287,152,sedan
203,89,364,267,sedan
88,66,253,230,sedan
203,66,343,202,sedan
54,81,208,246,sedan
176,51,313,179,sedan
164,63,305,200,sedan
129,45,283,191,sedan
158,60,310,202,sedan
158,63,309,204,sedan
195,101,379,283,sedan
193,59,331,188,sedan
188,60,329,196,sedan
245,91,403,258,sedan
244,91,403,256,sedan
221,91,378,263,sedan
221,95,379,263,sedan
166,45,306,173,sedan
230,70,384,215,sedan
144,52,304,207,sedan
252,73,399,222,sedan
252,78,404,242,sedan
262,32,409,182,sedan
130,29,263,163,sedan
132,28,265,161,sedan
205,30,332,146,sedan
175,18,300,143,sedan
177,19,300,144,sedan
209,41,347,165,sedan
187,39,328,175,sedan
160,119,324,281,sedan
162,116,324,280,sedan
188,35,329,168,sedan
140,37,295,184,sedan
139,96,315,272,sedan
131,11,256,129,sedan
243,44,390,198,sedan
165,38,314,202,sedan
165,34,303,164,sedan
231,66,398,228,sedan
197,58,340,187,sedan
118,66,264,210,sedan
201,53,346,189,sedan
132,16,266,134,sedan
132,16,264,134,sedan
134,15,265,136,sedan
221,51,366,183,sedan
212,58,363,196,sedan
167,60,317,215,sedan
206,58,359,219,sedan
128,96,304,274,sedan
159,66,310,209,sedan
225,93,381,266,sedan
236,75,392,237,sedan
13,95,177,248,sedan
237,28,385,177,sedan
224,110,386,276,sedan
201,46,337,174,sedan
170,71,320,216,sedan
234,78,381,216,sedan
152,98,315,269,sedan
195,71,350,217,sedan
211,17,360,151,sedan
144,80,311,234,sedan
183,76,339,216,sedan
183,57,331,187,sedan
98,62,266,224,sedan
145,28,285,152,sedan
135,90,318,264,sedan
240,98,402,258,sedan
158,2,310,159,microbus
133,64,307,232,sedan
171,79,344,251,sedan
228,69,397,233,sedan
127,60,273,208,sedan
196,98,350,248,sedan
146,27,297,170,sedan
181,62,328,204,sedan
180,30,315,162,sedan
194,65,344,207,sedan
196,64,342,205,sedan
204,64,363,220,sedan
205,82,360,226,sedan
193,63,338,200,sedan
200,51,345,181,sedan
209,48,348,183,sedan
252,89,410,253,sedan
244,29,397,184,suv
250,31,397,182,suv
214,80,373,265,sedan
216,79,376,267,sedan
140,44,292,189,sedan
228,111,383,278,sedan
101,54,258,206,sedan
4,84,157,232,sedan
254,85,413,242,sedan
89,114,261,278,sedan
254,60,397,195,sedan
155,31,290,161,sedan
246,111,390,283,sedan
73,60,223,192,sedan
240,73,395,221,sedan
15,80,168,224,sedan
213,36,364,184,sedan
136,17,275,160,microbus
169,66,318,214,sedan
155,20,298,157,sedan
108,30,236,150,sedan
221,66,385,231,sedan
212,15,345,146,sedan
213,15,344,149,sedan
151,116,318,296,sedan
158,82,326,245,sedan
155,80,326,251,sedan
254,66,400,209,sedan
6,114,175,280,sedan
1,111,172,278,sedan
144,38,286,170,sedan
207,26,375,208,microbus
227,33,378,199,sedan
223,26,372,182,sedan
225,30,372,178,sedan
226,30,372,175,sedan
159,28,299,161,sedan
235,54,375,201,sedan
221,60,368,198,sedan
167,40,308,186,sedan
264,67,403,201,sedan
208,45,345,173,sedan
207,52,344,172,sedan
208,48,344,172,sedan
181,44,328,198,sedan
190,69,323,201,sedan
248,50,384,175,sedan
171,55,302,186,sedan
172,53,302,186,sedan
200,54,335,178,sedan
199,55,335,177,sedan
200,55,335,177,sedan
174,69,326,220,sedan
142,76,287,211,sedan
253,90,397,234,sedan
191,60,339,204,sedan
216,67,355,207,sedan
219,68,355,207,sedan
42,86,196,234,sedan
177,121,342,285,sedan
98,71,245,214,sedan
156,51,294,183,sedan
173,40,303,161,sedan
173,39,303,161,sedan
188,46,332,177,sedan
158,14,279,127,sedan
218,37,349,152,sedan
168,37,303,162,sedan
170,38,303,164,sedan
202,50,340,177,sedan
244,52,396,204,sedan
122,42,253,162,sedan
181,88,335,233,sedan
160,78,314,225,sedan
144,71,296,211,sedan
204,93,372,260,sedan
191,63,351,219,sedan
171,30,307,156,sedan
144,23,276,145,sedan
263,110,416,273,sedan
89,50,228,184,sedan
89,49,230,186,sedan
88,48,230,187,sedan
208,73,359,226,sedan
208,73,359,224,sedan
175,78,336,238,sedan
259,82,411,243,sedan
100,51,242,182,sedan
98,49,241,182,sedan
186,67,330,214,sedan
241,94,410,281,sedan
142,59,284,195,sedan
163,13,289,130,sedan
160,13,291,132,sedan
123,63,267,202,sedan
200,40,336,164,sedan
112,46,253,177,sedan
189,33,325,161,sedan
170,65,315,209,sedan
142,32,271,153,sedan
142,30,271,150,sedan
220,69,366,206,sedan
225,32,382,192,sedan
226,34,383,192,sedan
150,59,292,189,sedan
211,38,346,161,sedan
99,35,234,161,sedan
176,76,325,213,sedan
241,66,382,195,sedan
241,65,382,191,sedan
180,50,335,207,sedan
179,50,335,205,sedan
266,49,406,178,sedan
233,47,387,198,sedan
103,30,238,158,sedan
103,30,238,159,sedan
233,49,385,197,sedan
185,46,327,176,sedan
145,56,304,212,sedan
154,42,285,173,sedan
152,41,284,172,sedan
131,43,264,169,sedan
131,41,264,168,sedan
131,43,264,169,sedan
191,41,320,163,sedan
156,61,311,214,sedan
145,35,293,179,sedan
188,66,338,209,sedan
260,53,416,207,sedan
142,46,282,189,sedan
144,45,282,189,sedan
171,77,323,215,sedan
194,40,328,177,sedan
195,41,329,177,sedan
196,40,330,177,sedan
194,40,329,177,sedan
194,38,329,179,sedan
215,39,345,157,sedan
159,82,335,252,sedan
277,41,416,182,sedan
1,101,158,262,sedan
138,44,276,162,sedan
164,71,299,210,sedan
205,48,341,178,sedan
204,47,342,177,sedan
205,49,341,179,sedan
154,40,300,176,sedan
254,118,416,280,sedan
242,116,395,280,sedan
257,67,409,214,sedan
200,69,341,213,sedan
209,59,365,222,sedan
208,58,365,220,sedan
131,51,273,186,sedan
130,59,275,199,sedan
231,66,376,207,sedan
254,89,407,245,sedan
255,90,407,243,sedan
181,89,349,252,sedan
29,94,197,251,sedan
179,42,310,168,sedan
193,35,325,154,sedan
182,33,328,182,sedan
192,55,333,179,sedan
172,107,320,267,sedan
172,110,321,268,sedan
155,48,289,182,sedan
156,50,290,184,sedan
156,50,289,183,sedan
155,48,288,180,sedan
164,23,299,145,sedan
203,92,358,259,sedan
221,51,373,198,sedan
247,64,389,204,sedan
226,83,382,245,sedan
250,32,389,173,sedan
185,46,325,177,sedan
184,45,325,177,sedan
157,22,310,187,microbus
155,21,309,187,microbus
199,95,350,247,sedan
200,93,350,247,sedan
167,57,306,192,sedan
164,53,308,189,sedan
190,30,335,185,microbus
167,43,321,191,sedan
253,88,410,240,sedan
160,49,302,184,sedan
236,89,407,259,sedan
168,33,317,187,sedan
109,129,281,298,sedan
229,83,385,232,sedan
133,58,288,204,sedan
159,30,299,154,sedan
161,29,299,155,sedan
167,42,302,172,sedan
167,44,300,174,sedan
242,70,397,227,sedan
119,70,261,204,sedan
117,70,261,205,sedan
107,68,256,207,sedan
199,82,345,232,sedan
200,81,345,233,sedan
236,85,385,230,sedan
213,54,351,178,sedan
266,61,416,207,sedan
267,60,416,207,sedan
203,57,340,186,sedan
233,65,385,208,sedan
129,73,278,215,sedan
170,58,328,209,sedan
195,44,332,175,sedan
195,77,345,220,sedan
196,77,346,221,sedan
226,43,363,186,suv
134,64,278,206,sedan
133,64,278,205,sedan
95,28,224,148,sedan
96,27,223,148,sedan
148,55,299,194,sedan
227,82,399,253,sedan
135,60,282,200,sedan
134,60,281,197,sedan
219,91,374,253,sedan
121,38,253,163,sedan
120,36,253,161,sedan
239,71,393,211,sedan
130,42,274,175,sedan
109,64,254,203,sedan
110,63,254,202,sedan
209,36,358,188,sedan
104,105,252,257,sedan
226,55,387,213,sedan
228,55,388,213,sedan
208,52,350,179,sedan
176,64,332,218,sedan
146,21,284,149,sedan
145,23,284,149,sedan
145,22,284,150,sedan
192,47,333,174,sedan
204,67,352,209,sedan
251,86,416,261,sedan
251,8,392,154,sedan
159,60,307,204,sedan
159,58,307,203,sedan
169,28,295,148,sedan
169,29,295,148,sedan
155,19,285,139,sedan
226,71,375,215,sedan
227,73,375,211,sedan
240,61,379,197,sedan
238,94,402,267,sedan
181,44,310,168,sedan
252,87,407,239,sedan
251,86,407,238,sedan
170,46,328,197,sedan
210,84,368,235,sedan
193,80,341,232,sedan
238,58,384,213,sedan
198,67,345,215,sedan
252,93,406,244,sedan
239,80,410,250,sedan
138,33,276,160,sedan
139,32,276,162,sedan
209,19,353,157,suv
171,72,317,218,sedan
126,46,270,182,sedan
127,47,271,183,sedan
126,48,271,182,sedan
250,70,405,232,sedan
222,43,368,193,suv
88,58,249,217,sedan
122,49,278,200,sedan
144,38,277,166,sedan
200,66,348,205,sedan
188,23,332,174,suv
184,21,332,172,suv
172,41,308,168,sedan
181,25,327,166,sedan
160,38,285,163,sedan
161,37,284,162,sedan
160,37,284,162,sedan
242,23,379,156,sedan
242,18,380,157,sedan
153,26,313,201,microbus
257,55,404,190,sedan
190,51,332,197,suv
190,50,331,198,suv
250,73,396,205,sedan
249,69,395,209,sedan
160,21,289,150,sedan
228,34,354,157,sedan
212,52,349,176,sedan
198,76,332,217,sedan
228,75,392,230,sedan
194,65,345,200,sedan
124,8,247,125,sedan
188,24,317,154,sedan
191,90,345,250,sedan
211,58,357,206,sedan
215,78,387,246,sedan
230,84,404,254,sedan
163,73,313,229,sedan
246,79,399,242,sedan
208,84,366,252,sedan
196,56,344,197,sedan
214,99,382,259,sedan
135,58,270,186,sedan
159,84,309,232,sedan
123,77,296,241,sedan
160,58,296,195,sedan
131,39,276,182,sedan
210,86,368,243,sedan
203,60,335,189,sedan
231,73,376,211,sedan
210,101,377,269,sedan
178,14,311,132,sedan
130,35,269,166,sedan
192,71,356,224,sedan
207,46,367,194,sedan
209,65,343,215,sedan
203,106,371,270,sedan
153,34,288,175,sedan
152,37,286,175,sedan
172,89,325,238,sedan
171,19,299,148,sedan
259,71,416,244,sedan
142,80,303,254,sedan
240,43,389,189,sedan
226,75,399,240,sedan
188,85,355,260,sedan
28,72,170,202,sedan
185,43,336,190,sedan
207,45,335,175,sedan
208,45,334,177,sedan
205,39,344,177,sedan
223,58,373,205,sedan
125,44,270,184,sedan
145,41,297,186,sedan
238,41,388,182,sedan
172,55,314,190,sedan
123,21,284,192,microbus
240,41,385,182,sedan
246,74,402,223,sedan
209,77,358,219,sedan
218,71,381,232,sedan
155,51,295,185,sedan
179,82,350,250,sedan
66,31,202,156,sedan
216,50,355,177,sedan
136,56,276,184,sedan
224,84,373,225,sedan
139,58,303,213,sedan
126,58,266,189,sedan
245,33,387,170,sedan
240,101,245,103,sedan
239,25,387,169,sedan
199,70,344,211,sedan
174,60,314,190,sedan
173,60,314,186,sedan
175,58,314,186,sedan
157,71,307,204,sedan
234,40,370,165,sedan
233,39,369,165,sedan
245,77,401,223,sedan
225,85,376,239,sedan
225,84,376,240,sedan
222,113,388,293,sedan
202,47,332,175,sedan
167,58,309,194,sedan
152,26,289,154,sedan
199,75,349,222,sedan
207,100,365,260,sedan
230,71,385,222,sedan
231,71,384,223,sedan
206,63,350,199,sedan
205,62,350,198,sedan
